mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
4	3	11	11	0.5	0	0	4/4	2	1		V		E	I		V	V							M	0	0	1, 5, 2		1	1
4	3	23/2	23/2	0.5	1/8	1/8	4/4	2	1		V65		E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
4	3	12	12	0.5	1/4	1/4	4/4	2	1		I		E	I		I	I							M	0	0	0, 4, 1		0	0
4	3	25/2	25/2	0.5	3/8	3/8	4/4	2	1		ii6/V		E	I		ii6/V	ii		6		V			m	0	0	0, 4, 3		3	0
4	3	13	13	0.5	1/2	1/2	4/4	2	1		V2/V		E	I		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
4	3	27/2	27/2	0.5	5/8	5/8	4/4	2	1		I6/V		E	I		I6/V	I		6		V			M	0	0	5, 2, 1		1	5
4	3	14	14	0.5	3/4	3/4	4/4	2	1		ii6/V		E	I		ii6/V	ii		6		V			m	0	0	0, 4, 3		3	0
4	3	29/2	29/2	0.5	7/8	7/8	4/4	2	1		V/V		E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
5	4	15	15	0.5	0	0	4/4	2	1		I/V|PAC}		E	I		I/V	I				V	PAC	}	M	0	0	1, 5, 2		1	1
5	4	31/2	31/2	0.5	1/8	1/8	4/4	2	1		V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	4	16	16	1.0	1/4	1/4	4/4	2	1		I{		E	I		I	I						{	M	0	0	0, 4, 1		0	0
5	4	17	17	1.0	1/2	1/2	4/4	2	1		IV		E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
5	4	18	18	0.5	3/4	3/4	4/4	2	1		I		E	I		I	I							M	0	0	0, 4, 1		0	0
5	4	37/2	37/2	0.5	7/8	7/8	4/4	2	1		I6		E	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	5	19	19	1.0	0	0	4/4	2	1		IV		E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	5	20	20	0.5	1/4	1/4	4/4	2	1		I		E	I		I	I							M	0	0	0, 4, 1		0	0
6	5	41/2	41/2	0.5	3/8	3/8	4/4	2	1		I6		E	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	5	21	21	0.5	1/2	1/2	4/4	2	1		ii7		E	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
6	5	43/2	43/2	0.5	5/8	5/8	4/4	2	1		V43		E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
6	5	22	22	0.5	3/4	3/4	4/4	2	1		I		E	I		I	I							M	0	0	0, 4, 1		0	0
6	5	45/2	45/2	0.5	7/8	7/8	4/4	2	1		ii65		E	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
7	6	23	23	0.5	0	0	4/4	2	1		V|HC}		E	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
7	6	47/2	47/2	0.5	1/8	1/8	4/4	2	1		viio64	V2	E	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
7	6	24	24	0.5	1/4	1/4	4/4	2	1		I6{		E	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
7	6	49/2	49/2	0.5	3/8	3/8	4/4	2	1		I		E	I		I	I							M	0	0	0, 4, 1		0	0
7	6	25	25	0.5	1/2	1/2	4/4	2	1		IV		E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	6	51/2	51/2	0.5	5/8	5/8	4/4	2	1		ii6		E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
7	6	26	26	0.5	3/4	3/4	4/4	2	1		V		E	I		V	V							M	0	0	1, 5, 2		1	1
7	6	53/2	53/2	0.5	7/8	7/8	4/4	2	1		iii6		E	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
8	7	27	27	0.5	0	0	4/4	2	1		vi		E	I		vi	vi							m	0	0	3, 0, 4		3	3
8	7	55/2	55/2	0.5	1/8	1/8	4/4	2	1		IV6		E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
8	7	28	28	0.5	1/4	1/4	4/4	2	1		V		E	I		V	V							M	0	0	1, 5, 2		1	1
8	7	57/2	57/2	0.5	3/8	3/8	4/4	2	1		viio	V65	E	I		viio	vii	o						o	0	0	5, 2, -1		5	5
8	7	29	29	1.0	1/2	1/2	4/4	2	1		I6		E	I		I6	I		6					M	0	0	4, 1, 0		0	4
8	7	30	30	0.5	3/4	3/4	4/4	2	1		ii65		E	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
8	7	61/2	61/2	0.5	7/8	7/8	4/4	2	1		V		E	I		V	V							M	0	0	1, 5, 2		1	1
9	8		31		0	0	4/4	2	1	1	I|PAC}		E	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
10	8	31	32	1.0	0	0	4/4	2	1	2	I|PAC}		E	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
